topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name
T12874,Digital Imaging for Blood Diseases,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T12249,Veterinary Orthopedics and Neurology,3404,Small Animals,34,Veterinary,4,Health Sciences
T14236,Educational Tools and Methods,3311,Safety Research,33,Social Sciences,2,Social Sciences
T11872,Barrier Structure and Function Studies,2808,Neurology,28,Neuroscience,1,Life Sciences
T11516,Visual and Cognitive Learning Processes,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences
T13104,Chemical and Physical Properties of Materials,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T11943,Pharmacovigilance and Adverse Drug Reactions,3005,Toxicology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences
T12211,Aluminum toxicity and tolerance in plants and animals,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T13604,"Adsorption, diffusion, and thermodynamic properties of materials",1607,Spectroscopy,16,Chemistry,3,Physical Sciences
T13138,Legal and Constitutional Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T13569,Microscopic Colitis,2713,Epidemiology,27,Medicine,4,Health Sciences
T13872,Vocational and Entrepreneurial Education,3304,Education,33,Social Sciences,2,Social Sciences
T13947,Media Discourse and Social  Analysis,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12992,Metastasis and carcinoma case studies,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T13079,Heavy Metals in Plants,1602,Analytical Chemistry,16,Chemistry,3,Physical Sciences
T12486,Food Supply Chain Traceability,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences
T12173,Body Contouring and Surgery,2746,Surgery,27,Medicine,4,Health Sciences
T13525,Cambodian History and Society,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13584,Coal Combustion and Slurry Processing,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12235,Child Abuse and Related Trauma,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences
T11506,Children's Rights and Participation,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11576,IgG4-Related and Inflammatory Diseases,2745,Rheumatology,27,Medicine,4,Health Sciences
T14033,Education in Rural Contexts,3304,Education,33,Social Sciences,2,Social Sciences
T13905,Telecommunications and Broadcasting Technologies,2214,Media Technology,22,Engineering,3,Physical Sciences
T12685,Phytochemical compounds biological activities,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13952,Information Technology and Learning,3304,Education,33,Social Sciences,2,Social Sciences
T11687,Teleoperation and Haptic Systems,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T13583,Jury Decision Making Processes,3308,Law,33,Social Sciences,2,Social Sciences
T14371,Hume's philosophy and hair distribution,3300,General Social Sciences,33,Social Sciences,2,Social Sciences
T13633,Public Health and Social Inequalities,3306,Health,33,Social Sciences,2,Social Sciences
T13449,Organizational Management and Change,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T12352,Heparin-Induced Thrombocytopenia and Thrombosis,2746,Surgery,27,Medicine,4,Health Sciences
T14241,Evasion and Academic Success Factors,3317,Demography,33,Social Sciences,2,Social Sciences
T14048,Silkworms and Sericulture Research,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11997,Free Will and Agency,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T14113,Global Socioeconomic and Political Dynamics,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12932,Powder Metallurgy Techniques and Materials,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T14420,Advanced Research in Systems and Signal Processing,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T11896,Opportunistic and Delay-Tolerant Networks,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T13107,Congenital limb and hand anomalies,1309,Developmental Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T14320,Optics and Image Analysis,1404,Management Information Systems,14,"Business, Management and Accounting",2,Social Sciences
T12061,Axon Guidance and Neuronal Signaling,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences
T12800,Musculoskeletal synovial abnormalities and treatments,2745,Rheumatology,27,Medicine,4,Health Sciences
T12075,Sodium Intake and Health,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T11210,Mathematical Analysis and Transform Methods,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T13302,Amazonian Archaeology and Ethnohistory,1202,History,12,Arts and Humanities,2,Social Sciences
T12288,Optimization and Search Problems,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T12742,Sunflower and Safflower Cultivation,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11962,Cardiac Fibrosis and Remodeling,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences
T11785,Nausea and vomiting management,2746,Surgery,27,Medicine,4,Health Sciences
T12259,Environmental Justice and Health Disparities,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12615,Climate Change and Geoengineering,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences
T12661,Iterative Methods for Nonlinear Equations,2612,Numerical Analysis,26,Mathematics,3,Physical Sciences
T11774,Adsorption and Cooling Systems,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T11941,Power System Reliability and Maintenance,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences
T12506,Nuclear materials and radiation effects,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T11889,Ginseng Biological Effects and Applications,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13221,Biological Activity of Diterpenoids and Biflavonoids,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12659,Innovation Diffusion and Forecasting,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences
T12346,Phytochemistry and biological activity of medicinal plants,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T14403,Educational Challenges and Innovations,1710,Information Systems,17,Computer Science,3,Physical Sciences
T13055,Global Security and Public Health,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11911,Spatial and Panel Data Analysis,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T13864,Indigenous Cultures and History,3314,Anthropology,33,Social Sciences,2,Social Sciences
T12278,Vascular Tumors and Angiosarcomas,2730,Oncology,27,Medicine,4,Health Sciences
T11081,Advanced Control Systems Design,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T12625,Sympathectomy and Hyperhidrosis Treatments,2737,Physiology,27,Medicine,4,Health Sciences
T13685,Material Science and Thermodynamics,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12622,Neurosurgical Procedures and Complications,2728,Neurology,27,Medicine,4,Health Sciences
T12946,Fractal and DNA sequence analysis,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12201,Agricultural Engineering and Mechanization,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T13654,Urban Planning and Landscape Design,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences
T12719,Aerospace Engineering and Energy Systems,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T12038,Covalent Organic Framework Applications,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T12607,Personal Information Management and User Behavior,1802,Information Systems and Management,18,Decision Sciences,2,Social Sciences
T12433,Skin Diseases and Diabetes,2708,Dermatology,27,Medicine,4,Health Sciences
T13187,Diffusion and Search Dynamics,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11384,Critical Race Theory in Education,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13645,Thermodynamic and Structural Properties of Metals and Alloys,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T13333,American Political and Social Dynamics,1202,History,12,Arts and Humanities,2,Social Sciences
T12490,Software Engineering and Design Patterns,3303,Development,33,Social Sciences,2,Social Sciences
T12896,Sustainable Agricultural Systems Analysis,2304,Environmental Chemistry,23,Environmental Science,3,Physical Sciences
T11564,Mathematical Inequalities and Applications,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T12584,Hospitality and Tourism Education,1409,"Tourism, Leisure and Hospitality Management",14,"Business, Management and Accounting",2,Social Sciences
T14267,Technology in Education and Healthcare,3304,Education,33,Social Sciences,2,Social Sciences
T12419,Phonocardiography and Auscultation Techniques,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T12900,Organ and Tissue Transplantation Research,2747,Transplantation,27,Medicine,4,Health Sciences
T13659,Ombudsman and Human Rights,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14436,Employee Performance and Leadership,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T13209,Cold Fusion and Nuclear Reactions,1906,Geochemistry and Petrology,19,Earth and Planetary Sciences,3,Physical Sciences
T12065,Hippo pathway signaling and YAP/TAZ,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11321,Error Correcting Code Techniques,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T14502,High-Voltage Power Transmission Systems,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T13060,Adventure Sports and Sensation Seeking,3207,Social Psychology,32,Psychology,2,Social Sciences
T14433,Post-Communist Economic and Political Transition,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T12384,Customer churn and segmentation,1406,Marketing,14,"Business, Management and Accounting",2,Social Sciences
T13153,Rousseau and Enlightenment Thought,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T12888,Military Strategy and Technology,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T13220,Plant and Fungal Interactions Research,1310,Endocrinology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11892,Kawasaki Disease and Coronary Complications,2746,Surgery,27,Medicine,4,Health Sciences
T14513,"Leadership, Courage, and Heroism Studies",3207,Social Psychology,32,Psychology,2,Social Sciences
T14106,Environmental and Sediment Control,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences
T12726,Philosophical and Cultural Analysis,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T12198,Oral health in cancer treatment,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T12312,"Culture, Economy, and Development Studies",3317,Demography,33,Social Sciences,2,Social Sciences
T12549,Image and Object Detection Techniques,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T13557,Environmental and sustainability education,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences
T14292,"Migration, Policy, and Dickens Studies",3317,Demography,33,Social Sciences,2,Social Sciences
T12280,Magnesium in Health and Disease,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T12077,Vacuum and Plasma Arcs,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences
T12774,Bauxite Residue and Utilization,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12199,Vascular Anomalies and Treatments,2716,Genetics,27,Medicine,4,Health Sciences
T14494,American Literature and Culture,1202,History,12,Arts and Humanities,2,Social Sciences
T14042,Technology and Security Systems,1710,Information Systems,17,Computer Science,3,Physical Sciences
T13203,Environmental Changes in China,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences
T14234,Data Privacy and Cybersecurity,3308,Law,33,Social Sciences,2,Social Sciences
T12802,Competency Development and Evaluation,3207,Social Psychology,32,Psychology,2,Social Sciences
T13928,Advanced Sensor Technologies Research,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12531,Values and Moral Education,3304,Education,33,Social Sciences,2,Social Sciences
T12020,Enhanced Recovery After Surgery,2746,Surgery,27,Medicine,4,Health Sciences
T12655,Female Genital Mutilation/Cutting Issues,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T14148,Kierkegaardian Philosophy and Influence,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T12689,Silymarin and Mushroom Poisoning,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T12737,Electrical Fault Detection and Protection,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12876,Potassium and Related Disorders,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T11347,Neural Networks Stability and Synchronization,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T11807,Infrastructure Resilience and Vulnerability Analysis,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T14290,Education Methods and Practices,3304,Education,33,Social Sciences,2,Social Sciences
T13477,Sustainable Design and Development,2215,Building and Construction,22,Engineering,3,Physical Sciences
T12049,Tuberous Sclerosis Complex Research,2737,Physiology,27,Medicine,4,Health Sciences
T11517,Advanced optical system design,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12759,Vehicle Noise and Vibration Control,2203,Automotive Engineering,22,Engineering,3,Physical Sciences
T12270,Microwave-Assisted Synthesis and Applications,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T13898,Diverse Interdisciplinary Research Studies,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T12488,Mental Health via Writing,3207,Social Psychology,32,Psychology,2,Social Sciences
T11909,Histiocytic Disorders and Treatments,2737,Physiology,27,Medicine,4,Health Sciences
T13235,Management Theory and Practice,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T13341,Belt Conveyor Systems Engineering,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T11842,Ultrasound and Cavitation Phenomena,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T11627,Autoimmune Neurological Disorders and Treatments,2728,Neurology,27,Medicine,4,Health Sciences
T12782,Assembly Line Balancing Optimization,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences
T14040,Problem Solving Skills Development,3616,Speech and Hearing,36,Health Professions,4,Health Sciences
T13903,Innovative Educational Techniques,3304,Education,33,Social Sciences,2,Social Sciences
T14260,Impact of AI and Big Data on Business and Society,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences
T12832,Biocrusts and Microbial Ecology,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences
T14011,Elevator Systems and Control,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T13849,Enterobacteriaceae and Cronobacter Research,1310,Endocrinology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13448,Indigenous Cultures and Socio-Education,3316,Cultural Studies,33,Social Sciences,2,Social Sciences
T11778,Electrical and Bioimpedance Tomography,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T14424,Economic Analysis and Policy,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T13109,Theological Perspectives and Practices,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14331,Medicinal Plant Pharmacodynamics Research,3004,Pharmacology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences
T12149,Nanocluster Synthesis and Applications,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T11466,Innovative Education and Learning Practices,3307,Human Factors and Ergonomics,33,Social Sciences,2,Social Sciences
T12877,Social Issues in Poland,3300,General Social Sciences,33,Social Sciences,2,Social Sciences
T13988,Public Administration and Governance,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T14053,Dengue and Mosquito Control Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10964,Wireless Communication Security Techniques,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T14125,"Education, Sociology, Communication Studies",3316,Cultural Studies,33,Social Sciences,2,Social Sciences
T12819,Environmental Philosophy and Ethics,2309,Nature and Landscape Conservation,23,Environmental Science,3,Physical Sciences
T12875,Thermal Expansion and Ionic Conductivity,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T13442,Geochemistry and Geochronology of Asian Mineral Deposits,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12948,Inclusion and Disability in Education and Sport,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13643,Artificial Intelligence in Law,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T14035,"Literature, Culture, and Aesthetics",1209,Museology,12,Arts and Humanities,2,Social Sciences
T13980,Alexander von Humboldt Studies,2404,Microbiology,24,Immunology and Microbiology,1,Life Sciences
T13535,Wireless Sensor Networks and IoT,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T12812,Meromorphic and Entire Functions,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T12237,Congenital gastrointestinal and neural anomalies,2746,Surgery,27,Medicine,4,Health Sciences
T12193,Trigeminal Neuralgia and Treatments,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T14503,"Globalization, Economics, and Policies",2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T10871,Catalytic Alkyne Reactions,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T14280,Big Data Technologies and Applications,1802,Information Systems and Management,18,Decision Sciences,2,Social Sciences
T12915,Biochemical Acid Research Studies,1303,Biochemistry,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12642,Polymer-Based Agricultural Enhancements,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12344,Silicon Effects in Agriculture,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T14500,Advanced Mathematical Theories,2610,Mathematical Physics,26,Mathematics,3,Physical Sciences
T12721,Moringa oleifera research and applications,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T13453,Alkaline Phosphatase Research Studies,2712,"Endocrinology, Diabetes and Metabolism",27,Medicine,4,Health Sciences
T13121,Radio Wave Propagation Studies,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T12331,Hereditary Neurological Disorders,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences
T13377,Ecosystem dynamics and resilience,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences
T12582,Flavonoids in Medical Research,2736,Pharmacology,27,Medicine,4,Health Sciences
T13119,Philosophy and Social Theory,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13778,Comparative and World Literature,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T13037,Piperaceae Chemical and Biological Studies,3004,Pharmacology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences
T12318,Quinazolinone synthesis and applications,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T14119,Agricultural and Environmental Management,3317,Demography,33,Social Sciences,2,Social Sciences
T12631,Head and Neck Anomalies,2746,Surgery,27,Medicine,4,Health Sciences
T11608,Dielectric materials and actuators,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T14512,Technology and Human Factors in Education and Health,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T12709,Optimization and Mathematical Programming,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T11096,Aeroelasticity and Vibration Control,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T11940,Layered Double Hydroxides Synthesis and Applications,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T13875,Legal Studies and Reforms,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T13828,Natural Products and Biological Research,2746,Surgery,27,Medicine,4,Health Sciences
T14055,Consumer Packaging Perceptions and Trends,1406,Marketing,14,"Business, Management and Accounting",2,Social Sciences
T14351,Statistical and Computational Modeling,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T13422,Phytochemistry and biological activities of Ficus species,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T12380,Authorship Attribution and Profiling,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T13847,Literature Analysis and Criticism,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences
T13038,Internet of Things and AI,1710,Information Systems,17,Computer Science,3,Physical Sciences
T11607,Microwave and Dielectric Measurement Techniques,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12410,Structural and Chemical Analysis of Organic and Inorganic Compounds,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T13329,Joseph Conrad and Literature,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T12078,Environmental remediation with nanomaterials,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T13384,Regional Economic Development and Innovation,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences
T11248,Advanced Power Amplifier Design,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T13000,World Systems and Global Transformations,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T12311,Political Theology and Sovereignty,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14435,Information Retrieval and Data Mining,1710,Information Systems,17,Computer Science,3,Physical Sciences
T13080,Advanced Differential Geometry Research,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences
T12541,Graph Labeling and Dimension Problems,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T13487,Statistical and numerical algorithms,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T13271,Ukrainian Legal and Forensic Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T12136,Vanadium and Halogenation Chemistry,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences
T13248,Healthcare Technology and Patient Monitoring,2746,Surgery,27,Medicine,4,Health Sciences
T11471,Block Copolymer Self-Assembly,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T13208,Synthesis of heterocyclic compounds,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T13335,Pharmacological Effects of Medicinal Plants,2736,Pharmacology,27,Medicine,4,Health Sciences
T13475,Digital Transformation in Law,2000,"General Economics, Econometrics and Finance",20,"Economics, Econometrics and Finance",2,Social Sciences
T13965,Laser and Thermal Forming Techniques,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T12923,Digital Image Processing Techniques,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T12048,Microencapsulation and Drying Processes,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11605,Visual Attention and Saliency Detection,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T11543,Employee Performance and Motivation,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T13467,Drug-Induced Ocular Toxicity,2731,Ophthalmology,27,Medicine,4,Health Sciences
T13481,Neurological diseases and metabolism,2808,Neurology,28,Neuroscience,1,Life Sciences
T13048,Patient Dignity and Privacy,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T13317,"Media, Communication, and Education",3315,Communication,33,Social Sciences,2,Social Sciences
T11612,Stochastic Gradient Optimization Techniques,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T12069,Commutative Algebra and Its Applications,2602,Algebra and Number Theory,26,Mathematics,3,Physical Sciences
T12695,Urinary and Genital Oncology Studies,2746,Surgery,27,Medicine,4,Health Sciences
T13231,"History, Culture, and Diplomacy",1202,History,12,Arts and Humanities,2,Social Sciences
T14230,Occupational and Professional Licensing Regulation,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T13295,Safety Systems Engineering in Autonomy,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences
T14093,Global Health and Epidemiology,3605,Health Information Management,36,Health Professions,4,Health Sciences
T13542,"Grit, Self-Efficacy, and Motivation",3207,Social Psychology,32,Psychology,2,Social Sciences
T13803,Organizational Strategy and Culture,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T11996,Random lasers and scattering media,3102,Acoustics and Ultrasonics,31,Physics and Astronomy,3,Physical Sciences
T14217,American Literature and Humor Studies,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T11897,Digital Holography and Microscopy,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences
T12295,"Foucault, Power, and Ethics",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11788,Nonlinear Optical Materials Studies,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12850,Field-Flow Fractionation Techniques,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T13865,Nationalism and Cultural Identity,3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences
T12796,Dermatological and COVID-19 studies,2708,Dermatology,27,Medicine,4,Health Sciences
T12769,Stoma care and complications,2746,Surgery,27,Medicine,4,Health Sciences
T13526,14-3-3 protein interactions,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11884,Redox biology and oxidative stress,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13242,Male Reproductive Health Studies,3600,General Health Professions,36,Health Professions,4,Health Sciences
T11502,Facility Location and Emergency Management,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T13258,Williams Syndrome Research,2806,Developmental Neuroscience,28,Neuroscience,1,Life Sciences
T12387,Galectins and Cancer Biology,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T14415,Biomedical Research and Pathophysiology,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T13673,Library Science and Information,1710,Information Systems,17,Computer Science,3,Physical Sciences
T12415,Employer Branding and e-HRM,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T13159,Structural mechanics and materials,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T14200,"Medical, Sociocultural, and Biopolitical Studies",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T13225,Polish-Jewish Holocaust Memory Studies,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T14036,Literary and Philosophical Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T12508,Functional Equations Stability Results,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T13411,Labor Market and Education,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12139,Advanced Thermodynamic Systems and Engines,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T11523,Nanomaterials and Printing Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T14096,Advancements in Materials Engineering,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T11832,Doctoral Education Challenges and Solutions,3600,General Health Professions,36,Health Professions,4,Health Sciences
T13090,Medicinal Plant Extracts Effects,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences
T14367,Logistics and Infrastructure Analysis,1107,Forestry,11,Agricultural and Biological Sciences,1,Life Sciences
T13843,African Sexualities and LGBTQ+ Issues,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13646,Qur’anic Interpretation Studies,3304,Education,33,Social Sciences,2,Social Sciences
T13541,IoT-based Control Systems,1706,Computer Science Applications,17,Computer Science,3,Physical Sciences
T12469,"Chaos, Complexity, and Education",1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T13354,Genetics and Physical Performance,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13908,Scientific and Historical Analyses,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
